school_name,url_address,address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code
ROSYTH SCHOOL,https://www.rosyth.moe.edu.sg,21 Serangoon North Avenue 4   ,555855,64812273,na,64831102,na,ROSYTH_SCH@MOE.EDU.SG,"Ang Mo Kio, Serangoon","73, 315, 116",MR SURAJ NAIR S/O VENUGOPAL,MISS KWAN RUIYING KAREN,MADAM TAN LAY WAH,MR TAN BOON SENG,na,na,na,SERANGOON,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,CHINESE,MALAY,TAMIL
RULANG PRIMARY SCHOOL,http://www.rulangpri.moe.edu.sg/,6 JURONG WEST STREET 52   ,649295,65657771,na,65632382,na,RULANG_PS@MOE.EDU.SG,Lakeside,SBS 335,MS TRACY TAN I- LIAN,MR TAN JIAN ZHONG ADRIAN,MR TOH JIN TIAN,"MR TAN KOK LENG, STEVEN",na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",http://www.sst.edu.sg,1 Technology Drive   ,138572,65717200,na,68720856,na,contactus@sst.edu.sg,Dover,"14, 74, 105, 106, 147, 166, 185",MR CHAN CHOON LOONG,MR SZE GUAN KIAT,MR TAN BOON TIONG VINCENT,na,na,na,na,CLEMENTI,WEST,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,FULL DAY,SECONDARY (S1-S4),No,No,No,No,CHINESE,MALAY,TAMIL
"SCHOOL OF THE ARTS, SINGAPORE",http://www.sota.edu.sg/,1 Zubir Said Drive 05 01 ,227968,6338 9663,6342 5857,6338 9763,na,enquiries@sota.edu.sg,Dhoby Ghaut,"7, 14, 16, 36, 64, 65, 77, 106, 111, 124, 128, 131, 147, 162, 166, 167, 171, 174, 175, 190, 502, 518, 700, 857,",MADAM WONG YEE MIN MARY,MS KHOO MEI LING AMY,MR LIONG HUAI YU,MISS PAULINE ANN TAN POH LING,MADAM TAN PEI YIN,na,na,CENTRAL,SOUTH,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVEL (S1-JC2),No,No,No,No,CHINESE,MALAY,TAMIL
SEMBAWANG PRIMARY SCHOOL,http://www.sembawangpri.moe.edu.sg,10 SEMBAWANG DRIVE   ,757715,67567330,na,67560367,na,SEMBAWANG_PS@MOE.EDU.SG,Sembawang MRT (6 to 8-minute walk),"656, 859, 859B, 962, 980",MR NG AIK BOON,MR SEE KOK KIONG,MISS TIFFANY CHONG,MR TAN THIAM SIONG,na,na,na,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
SEMBAWANG SECONDARY SCHOOL,http://www.sembawangsec.moe.edu.sg,30 SEMBAWANG CRESCENT   ,757704,67566760,na,67585380,na,SEMBAWANG_SS@MOE.EDU.SG,SEMBAWANG MRT,"859, 859A, 962",MADAM KOH HOON CHOO JESSIE,MR CHAN YING CHUNG,MR LEE YONG KIANG JUSTIN,na,na,na,na,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
SENG KANG PRIMARY SCHOOL,http://www.sengkangpri.moe.edu.sg/,21 COMPASSVALE WALK   ,545166,63840809,na,63840839,na,SKPS@MOE.EDU.SG,Sengkang MRT,"27, 80, 82, 83, 86, 87, 88, 89, 119, 156, 163, 371, 372 & 965",MRS LEE SIEW HONG,MR MOHAMED AZHAR BIN MOHAMED NOOR,MISS THIEN LI CHIN,na,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
SENG KANG SECONDARY SCHOOL,http://www.sengkangsec.moe.edu.sg,10 COMPASSVALE LANE   ,545090,63887258,na,63887254,na,SKSS@MOE.EDU.SG,"SENGKANG MRT, RANGGUNG LRT","27, 80, 85, 86, 87, 89, 89E, 163, 163M, 372",MR N SIVARAJAN,"MR NG CHENG SONG, JEREMY",MR LAK YAU HUI,na,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
SENGKANG GREEN PRIMARY SCHOOL,https://sengkanggreenpri.moe.edu.sg/,15 Fernvale Road   ,797636,63864255,na,62428796,na,sengkanggreen_ps@moe.edu.sg,Fernvale LRT (SW5) - (Sengkang West Loop),"Sengkang and Toa Payoh Interchange - no 163, Along Yio Chu Kang Road - no 70, 86, 103 and 854, Punggol Interchange to Bishan Interchange - no 50, Hougang Central Interchange - no 102",MR GAU POH TECK,MADAM ADILA ONG KIM LUAN,MR TAN KENG LIM JEREMY,MADAM GINNY CHUA GEOK HONG,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
SERANGOON GARDEN SECONDARY SCHOOL,http://www.sgs.edu.sg,21 SERANGOON NORTH AVENUE 1   ,555889,62889227,65789177,62888695,na,sgss@moe.edu.sg,"SERANGOON MRT, ANG MO KIO MRT","25, 55, 73, 74, 76, 132, 165, 315",MADAM MAH PATSY,MS HO GEOK LAN,MR NG SONG LIM STEVEN,MR ZAINAL ABIDIN BIN MAHMOOD,na,na,na,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
SERANGOON SECONDARY SCHOOL,http://www.serangoonsec.moe.edu.sg,11 UPPER SERANGOON VIEW   ,534237,63851589,na,63851635,na,SERANGOON_SS@MOE.EDU.SG,"HOUGANG MRT, KANGKAR LRT","62, 74, 102, 113, 119, 136, 147, 324",MR CHEN FOOK PANG,MR LIM KAH LEONG MARC,MADAM LIM PUAY KHENG,MR MEYYAPPAN NADARAJAN THEVAR,na,na,na,HOUGANG,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
SHUQUN PRIMARY SCHOOL,http://www.shuqunpri.moe.edu.sg,8 JURONG WEST STREET 51   ,649332,65637129,na,65637418,na,SQPS@MOE.EDU.SG,W11 Lakeside,"98, 187, 335",MRS SARA DE SOUZA,MDM SO KAH LAY,DR. CHOONG PEK LAN,MS LEE KOON HAR ANGELA (LI KUNXIA),na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
SI LING PRIMARY SCHOOL,http://www.silingpri.moe.edu.sg,61 WOODLANDS AVENUE 1   ,739067,62698832,na,63675516,na,SLPS@MOE.EDU.SG,Woodlands,912 from Woodlands Interchange,MR KOE EE TIONG,MADAM NURAZIAN BINTE BAJURI,MR RAJ KUMAR S/O V SIVALINGAM,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,www.scgs.moe.edu.sg,190 DUNEARN ROAD   ,309437,62527966,na,62523076,na,SCGPS@MOE.EDU.SG,Stevens,"66, 67, 105, 132, 151, 153, 154, 156, 170, 171, 186, 190, 605, 700, 960",MRS LINDA CHAN,MADAM LIM YING YING,MADAM PEH TAN WEE,MADAM SIA YAN SAN,na,na,na,NOVENA,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
SINGAPORE CHINESE GIRLS' SCHOOL,http://www.scgs.moe.edu.sg,190 DUNEARN ROAD   ,309437,62527966,na,62523076,na,SCGSS@MOE.EDU.SG,STEVENS MRT,"48, 67, 105, 132, 151, 153, 154, 156, 170, 186, 190, 960, 960E, 972, 972M",MRS LINDA CHAN,MISS LEONG KAI LING,MRS SHERMAINE TANG,na,na,na,na,NOVENA,SOUTH,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S4),No,No,No,Yes,CHINESE,MALAY,TAMIL
SINGAPORE SPORTS SCHOOL,http://www.sportsschool.edu.sg,1 Champions Way   ,737913,67660100,na,67662100,na,enquire@sportsschool.edu.sg,Woodlands South MRT,901,MR ONG KIM SOON,MR EDMUND SONG,MR HO BENG KIAT,MDM QUEK YAU KENN LYNN,MR LIM HOW CHUEN CLEMENT,MISS TAN HUI HUI JEANIE,na,WOODLANDS,NORTH,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,FULL DAY,"MIXED LEVEL (S1-S5, JC1-JC2)",No,No,No,No,CHINESE,MALAY,TAMIL
SOUTH VIEW PRIMARY SCHOOL,http://www.southviewpri.moe.edu.sg,6 Choa Chu Kang Central   ,689762,67697176,na,67631091,na,SVPS@MOE.EDU.SG,Choa Chu Kang MRT Station,307 / South View LRT Station,MISS ANG MUI KHOONG,MISS GOH JIA LI,MR ONG HONG GHEE,MR RAMESH TIWARI S/O RAMADHAR TIWARI,na,na,na,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
SPECTRA SECONDARY SCHOOL,https://www.spectra.edu.sg,1 WOODLANDS DRIVE 64   ,737758,64660775,na,64623928,na,spectra@schools.gov.sg,ADMIRALTY,"901M, 962 (Bus Stop IDs: 47549 or 47541); 904 (Bus Stop IDs: 47649 or 47641)",MR TAN TECK HOCK,MS GRACE HO CHEN YEE,MISS GUO XINHUI,MR NG E-HIAN,MISS LOW YING XIU,na,na,WOODLANDS,NORTH,SPECIALISED SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S4),No,No,No,No,CHINESE,MALAY,TAMIL
SPRINGDALE PRIMARY SCHOOL,http://springdalepri.moe.edu.sg/,71 Anchorvale Link   ,544799,63157600,na,63153351,na,springdale_ps@moe.edu.sg,Sengkang Station (NE16); Nearest LRT station: Farmway; *10-15 min walk from either station,"50, 85, 102, 372; Nearest Bus Stop: In front of Blk 326 Car Park; *1-2 min walk from bus stop; enter by Main Gate along Anchorvale Link or Rear Gate",MRS QUEK-SIM KIM LIANG ANNE,MR SHOEB BURHANUDDIN,MISS SONG XIUHUA SHAFIQAH NADIAH,MADAM LIM BEE TIN,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
SPRINGFIELD SECONDARY SCHOOL,http://www.springfieldsec.moe.edu.sg,30 TAMPINES AVENUE 8   ,529593,63183053,na,63183050,na,SPRINGFIELDS@MOE.EDU.SG,"TAMPINES MRT, TAMPINES WEST MRT","8, 15, 23, 58, 69, 118, 129, 291, 293, 298, 513, 518",MISS CHIA SHUEN LI ELEANOR,MADAM YEHIDAAH BEEVI D/O SHAIK A,MR WU CHE VUN STEVEN (WU QIWEN),na,na,na,na,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,na
ST ANDREW'S SCHOOL (JUNIOR),http://www.saintandrewsjunior.moe.edu.sg,2 FRANCIS THOMAS DRIVE   ,359337,62884303,na,62895242,na,SAJS@MOE.EDU.SG,"Potong Pasir, Toa Payoh","8,13,26,31,90,90A,107,133,142,147,853,NR6",MRS ELSIE POEY,MISS HEW YI QIAN CAROLINE,MRS STEPHANIE GOH,MR BOEY WENG YUE,na,na,na,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
ST ANDREW'S SCHOOL (SECONDARY),http://www.standrewssec.moe.edu.sg,15 FRANCIS THOMAS DRIVE   ,359342,62851944,na,63823779,na,SASS@MOE.EDU.SG,POTONG PASIR MRT,"8, 13, 26, 31, 90, 90A, 107, 133, 142, 147, 853",MR LEE HAN HWA,MISS TEO PEK HOON AGNES,MADAM GUINIEVE YEO LI-LYN,TEO PENG YONG DANNY,na,na,na,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
ST. ANDREW'S JUNIOR COLLEGE,http://www.standrewsjc.moe.edu.sg/,5 Sorby Adams Drive   ,357691,62857008,62852007,62850037,na,SAJC@MOE.EDU.SG,Potong Pasir NE10,"SBSTransit: 8, 26, 31, 90, 142 ,151, 154 (Diocese of Singapore); SMRT Buses: 857, 966, 985 (Diocese of Singapore), 853 (Upper Serangoon Road)",MR THAM KINE THONG,MR ANG KHENG SAN CECIL,MRS TEE AI LEE,na,na,na,na,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,CHINESE,MALAY,TAMIL
ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,http://www.stanthonyscanossianpri.moe.edu.sg,1602 BEDOK NORTH AVE 4   ,469701,64492239,na,64492146,na,SACPS@MOE.EDU.SG,Bedok MRT,"17, 18",MRS SHARON CLARISSA FOO,MISS LEE XINYUN FELICIA,MISS THIA HWEI LING SHARON,na,na,na,na,BEDOK,EAST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,https://stanthonyscanossiansec.moe.edu.sg,1600 BEDOK NORTH AVENUE 4   ,469700,64490616,na,64490162,na,SACSS@MOE.EDU.SG,"BEDOK MRT, BEDOK RESERVOIR MRT","17, 14, 46, 222",MADAM KOH TYNG YUANN FIONA,MISS CHIONH CHEW PENG,MRS YEO SHU WEN MELISSA MARY,MISS CHEN HUIQING CHRISTINE,na,na,na,BEDOK,EAST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,Yes,No,No,CHINESE,MALAY,TAMIL
ST. ANTHONY'S PRIMARY SCHOOL,http://www.stanthonyspri.moe.edu.sg,30 Bukit Batok St 32   ,659401,65690822,na,65690811,na,SAPS@MOE.EDU.SG,Bukit Gombak MRT Station,945,MADAM GOH LUNG ENG,MISS MATHEW ANNA,MR TEE LENG TECK,na,na,na,na,BUKIT BATOK,WEST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
ST. GABRIEL'S PRIMARY SCHOOL,http://www.stgabrielspri.moe.edu.sg,220 Lorong Chuan   ,556742,62803628,na,63820344,na,STGPS@MOE.EDU.SG,Lor Chuan MRT Station (Circle Line),"73, 105, 159",MR MARTIN TAN SIEW KIN,MADAM CHUA WANG LING IRENE,MR LIM CHONG ENG,na,na,na,na,SERANGOON,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
ST. GABRIEL'S SECONDARY SCHOOL,http://www.stgabrielssec.moe.edu.sg,24 SERANGOON AVENUE 1   ,556140,62889470,na,62898615,na,STGSS@MOE.EDU.SG,SERANGOON MRT,158,MR LIM CHEE KOON SHAWN,MR CHRISTOPHER THOMAS,MADAM YEE WHOY CHONG,na,na,na,na,SERANGOON,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
ST. HILDA'S PRIMARY SCHOOL,http://www.shps.moe.edu.sg,2 Tampines Ave 3   ,529706,67811916,na,67830527,na,SHPS@MOE.EDU.SG,"Tampines West, Tampines Central",Feeder Bus service: 293 from Tampines Interchange (towards St 71),MADAM LAW LI MEI,MADAM LOW AI LING,MADAM NG YIN SZE JOSEPHINE,MADAM POH LYE IMM,na,na,na,TAMPINES,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,CHINESE,MALAY,TAMIL
ST. HILDA'S SECONDARY SCHOOL,http://www.sthildassec.moe.edu.sg,2 TAMPINES STREET 82   ,528986,63055277,na,67865011,na,SHSS@MOE.EDU.SG,"TAMPINES MRT, TAMPINES WEST MRT","22, 129, 293, 298",MR LEW KING LUN JULIAN,MADAM SO MUN YEE,MR GOH WEE SIONG JARED,MR LOY WEE JIN,na,na,na,TAMPINES,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
ST. JOSEPH'S INSTITUTION,http://www.sji.edu.sg,38 MALCOLM ROAD   ,308274,62500022,na,62533640,na,SJI@MOE.EDU.SG,STEVENS MRT,"105, 132, 151, 153, 154, 156, 186, 190, 960, 972",MR JUSTIN ARUL PIERRE,MR DOMINIC ANG SWEE KENG,MR LAM CHUEN SENG ERIC,MR TSAO WEN JIE NICHOLAS,MDM SHIRLEY YONG WAI YEE,na,na,NOVENA,SOUTH,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVEL (S1-JC2),No,No,No,Yes,CHINESE,MALAY,TAMIL
ST. JOSEPH'S INSTITUTION JUNIOR,https://sjijunior.moe.edu.sg,3 ESSEX ROAD   ,309331,62552700,na,62557455,na,STMICHAELSCH@MOE.EDU.SG,Novena,21;54;56;57;124;131;141;166;518;851;980,MR LEONG YEW HON ERIC,"MISS YAK HIOK WOON, FAITH (YE YUYUN)",MISS SNG WAN XIAN,MR LIM YEW TEE COLLIN,na,na,na,NOVENA,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
ST. MARGARET'S SCHOOL (PRIMARY),https://stmargaretspri.moe.edu.sg,136 Sophia Road   ,228197,63394247,na,63394264,na,STMARGARETPS@MOE.EDU.SG,Little India MRT Station (NE7/DT12); Dhoby Ghaut MRT Station (NS24/NE6/CC1),"64, 65, 131, 139, 147, 857, 166 (alight at the bus stop after Parklane Shopping Mall)",MADAM KO-TAN LI LING,MDM WENDY SENG GEK CHENG,MRS NEO HUI EN CHERLYN,MISS TAN CHER LANG,na,na,na,CENTRAL,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
ST. MARGARET'S SCHOOL (SECONDARY),http://www.stmargaretssec.moe.edu.sg,111 FARRER ROAD   ,259240,64664525,na,64666709,na,STMARGARETSS@MOE.EDU.SG,FARRER ROAD MRT,"48, 93, 153, 165, 174, 186, 855, 961",MISS LIM HUI KHENG LINDA,MDM CHIN YIH MIN,MS WOON CHIN FONG CHRYSTINE,na,na,na,na,BUKIT TIMAH,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,Yes,No,No,CHINESE,MALAY,TAMIL
UNITY SECONDARY SCHOOL,http://www.unitysec.moe.edu.sg,20 CHOA CHU KANG STREET 62   ,689143,67671070,na,67654189,na,UNITY_SS@MOE.EDU.SG,YEW TEE MRT,307,MADAM ONG LIANG FUNG,MR LIM YONG CHAI ALAN,MS YUEN CHAI LIN,na,na,na,na,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
ST. PATRICK'S SCHOOL,http://www.stpatricks.moe.edu.sg,490 EAST COAST ROAD   ,429058,63440929,63441429,63445152,na,STPATRICKSCH@MOE.EDU.SG,MARINE TERRACE MRT (TEL),"10, 10E, 12, 13, 14, 14E, 15, 16, 31, 32, 36, 40, 43, 47, 48, 55, 135, 150, 155, 196, 197",MR MARK GERARD MINJOOT,MR TAN YII HSIEN BARNABAS,MR KWAN YEW MENG,na,na,na,na,BEDOK,EAST,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
ST. STEPHEN'S SCHOOL,http://www.ststephens.moe.edu.sg,20 SIGLAP VIEW   ,455789,62419513,64441645,64422576,na,STSTEPHENSCH@MOE.EDU.SG,Kembangan MRT Station,"2,7,24,25,26,28,30,32,33,67,854",MR GOH HENG LIANG TIMOTHY,MR EDWIN HENG TOW YANG,MR CHEW SOO KWANG,na,na,na,na,BEDOK,EAST,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
SWISS COTTAGE SECONDARY SCHOOL,http://www.swisscottagesec.moe.edu.sg,3 BUKIT BATOK STREET 34   ,659322,65637173,na,65693028,na,SCSS@MOE.EDU.SG,BUKIT GOMBAK MRT,"187, 188, 985, 945",MDM MANDY CHENG MUN YI,MR TAN BOON PIANG,na,na,na,na,na,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
TAMPINES MERIDIAN JUNIOR COLLEGE,http://www.tmjc.moe.edu.sg,21 Pasir Ris Street 71   ,518799,63493660,na,63493667,na,tmjc@moe.edu.sg,Pasir Ris MRT Station,"3, 39, 53, 68, 81, 89, 109, 358, 359, 518, 518A",MR SIN KIM HO,MADAM TOH LAY HAR,MR ANG YEOU PENG,MDM YASMINE D/O KAMALUDHEEN,na,na,na,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,CHINESE,MALAY,TAMIL
TAMPINES NORTH PRIMARY SCHOOL,http://www.tampinesnorthpri.moe.edu.sg,30 TAMPINES AVENUE 9   ,529565,67854329,na,67863117,na,TNPS@MOE.EDU.SG,Tampines MRT,"SBS Transit 28, 29, 293",MADAM RATNA KUMARI D/O R RAMACHANDRA,MR MOHAMED YUSUFF MOHAMED ALLIE,MISS CHARMAINE TAY,na,na,na,na,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
TAMPINES PRIMARY SCHOOL,http://www.tampinespri.moe.edu.sg,250 TAMPINES STREET 12   ,529426,67831190,na,67843521,na,TPPS@MOE.EDU.SG,Tampines MRT,"8, 10, 17,18, 27, 31, 65, 292, 293, or any bus going into Tampines Interchange",MADAM LEE LAY SEE/ MRS LAY SEE NEUFELD,MADAM ARIKEN CHARMAINE CARRIE,MR HO WEE MIN  KELVIN,MR TIN CHEE KUANG EDMUND,na,na,na,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
TAMPINES SECONDARY SCHOOL,https://www.tampinessec.moe.edu.sg,252 TAMPINES ST 12   ,529427,67835423,na,67843059,na,TPSS@MOE.EDU.SG,TAMPINES MRT,"3,  8,  10,  15,  17,  18,  20,  21,  23,  27,  28,  31,  34,  39,  59,  65,  129,  168,  292,  298,  518",MADAM TAN YANG FERN,MR MOHAMED FAHIZEL S/O M EGUEYAMAREC,MS LEE PECK WEN AMANDA (LI BIWEN),na,na,na,na,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
TANJONG KATONG GIRLS' SCHOOL,http://www.tkgs.moe.edu.sg,20 Dunman Lane   ,439272,63441593,na,63451487,64409187(from 2017),TKGS@MOE.EDU.SG,"PAYA LEBAR MRT, DAKOTA MRT","10, 16, 31, 32, 33, 40, 43, 134, 135, 197",MISS CHEW ING LIM,MS XU WANJING,MR CHAI CHI YANG MOSES,na,na,na,na,MARINE PARADE,EAST,GOVERNMENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S4),No,Yes,No,No,CHINESE,MALAY,TAMIL
TANJONG KATONG PRIMARY SCHOOL,http://www.tanjongkatongpri.moe.edu.sg/,10 Seraya Road   ,437259,63444728,na,63445370,na,TKPS@MOE.EDU.SG,na,na,MS TAN SEOK KUAN,MISS ONG CHUXIAN,MADAM TOH LENG LENG,MRS VIJAYA GANESH,na,na,na,MARINE PARADE,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
TANJONG KATONG SECONDARY SCHOOL,http://www.tanjongkatongsec.moe.edu.sg,130 HAIG ROAD   ,438796,63443471,na,64409624,na,TKSS@MOE.EDU.SG,"PAYA LEBAR MRT, DAKOTA MRT","10, 16, 31, 32, 33, 40, 76, 135, 197",MADAM TAN YOK CHING RUBY,MADAM NG SIEW CHIN,MR ARUUMUGAM SAMIKKANNU,na,na,na,na,MARINE PARADE,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S4),No,Yes,No,No,CHINESE,MALAY,TAMIL
TAO NAN SCHOOL,http://www.taonan.moe.edu.sg,49 MARINE CRESCENT   ,449761,64428307,na,64435973,na,TAONAN_SCH@MOE.EDU.SG,"Marine Parade, Marine Terrace","13, 16, 31, 36, 43, 48, 55, 134, 196, 197",MADAM POH QINYU,MS NG HUI MIN,MR CHAN TUCK CHEONG,MADAM FOO MEI PING,MRS TEO CHAI HIAH,na,na,MARINE PARADE,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,Yes,No,CHINESE,na,na
TECK GHEE PRIMARY SCHOOL,http://www.teckgheepri.moe.edu.sg,1 ANG MO KIO STREET 32   ,569299,64548769,na,64589886,na,TGPS@MOE.EDU.SG,Ang Mo Kio & Bishan,"22,24,135,853,162,262,159",MISS REZIA RAHUMATHULLAH,MADAM CHOH THIAN JENG CELIA,MR TAN CHUAN YANG,na,na,na,na,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
TECK WHYE PRIMARY SCHOOL,http://www.teckwhyepri.moe.edu.sg,11 TECK WHYE WALK   ,688261,67691025,na,67635191,na,TWPS@MOE.EDU.SG,Choa Chu Kang MRT & LRT,"975, 190 & 985",MADAM WONG SU MAY,MRS LIM GEK NOI,MR MURALIDHARAN S/O NARAYANAN,na,na,na,na,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
